url,visual_design,mobile_experience,content_clarity,accessibility,navigation,content_volume,issues_identified,critical_fixes,score_gain
https://data344.net,7.3,8.8,9.0,7.7,8.3,7.6,8,1,11
https://agencydev.co,6.8,8.2,6.3,6.3,8.0,9.0,11,3,26
https://science.gov,7.0,8.3,7.0,7.9,6.7,9.4,9,2,26
https://nextlocal347.ai,9.3,9.9,7.7,8.8,9.5,8.5,3,1,9
https://data.edu,6.6,6.8,8.7,8.6,8.8,7.1,8,0,24
https://appearth.biz,5.6,4.4,3.9,6.0,5.0,6.0,19,5,44
https://visionglobal.biz,9.6,9.7,9.2,8.6,9.5,9.6,3,0,5
https://public.info,8.2,9.9,9.9,9.9,9.2,8.5,2,0,6
https://artsolutionsstudio.net,8.9,7.4,7.5,7.0,7.3,8.8,7,3,13
https://groupstateconnect.com,3.7,3.2,2.7,1.8,1.9,1.5,36,5,47
https://hubtrust.biz,8.1,7.8,9.9,9.9,8.3,8.2,4,1,11
https://care.gov,6.6,7.6,7.8,6.7,8.3,8.8,13,3,25
https://earthsystem.org,8.9,9.5,8.0,8.6,8.5,8.0,4,1,16
https://projectcloud.io,6.1,7.0,5.8,8.0,7.6,8.1,11,4,18
https://statelabfund.com,2.2,3.3,3.5,2.5,1.9,4.3,29,3,54
https://globalfuture359.gov,5.0,5.2,4.0,3.0,3.0,3.1,36,3,55
https://soft.edu,5.1,4.3,2.8,4.6,4.0,5.4,13,5,63
https://local.edu,3.0,2.4,2.1,1.3,1.8,2.7,17,7,77
https://hub.org,4.1,3.6,2.2,2.8,4.2,4.0,32,13,45
https://build.org,8.2,8.4,8.9,7.0,7.7,7.3,8,0,21
https://localdesign.org,5.9,6.6,6.1,5.7,6.3,6.2,16,7,27
https://ops.ai,9.2,7.3,7.5,7.7,7.5,7.8,5,1,24
https://app.ai,9.4,9.4,9.9,8.6,8.4,9.9,3,0,7
https://app.ai,5.9,5.7,6.1,3.7,5.4,6.1,22,4,43
https://global.net,8.7,9.1,8.3,9.2,9.1,8.7,3,0,11
https://visionapplife.com,9.7,7.6,9.9,7.7,9.9,9.5,4,1,7
https://futurestudiohub.biz,8.8,8.8,8.1,9.9,8.9,8.4,5,1,14
https://globalbasesystem.biz,3.9,6.7,6.4,5.2,5.8,5.4,14,6,44
https://webhealthinnovate.biz,6.3,6.2,7.2,6.5,6.3,6.2,8,1,25
https://globalartlocal.net,5.5,8.0,7.0,5.6,8.1,8.4,14,4,31
https://global.edu,5.0,4.8,4.4,4.1,6.1,5.6,17,5,38
https://basevisionfund.edu,4.6,5.5,6.1,5.1,4.0,5.6,16,2,43
https://healthglobal.com,3.9,4.3,5.8,4.9,5.7,4.5,13,5,54
https://design.info,3.1,3.8,4.2,4.0,3.3,5.3,31,4,50
https://data.co,5.3,6.3,6.3,5.1,6.2,4.6,11,4,38
https://projectstatedev.edu,3.1,3.1,4.9,3.4,3.3,4.1,13,5,57
https://code.co,3.7,4.9,3.6,3.7,5.4,2.9,17,5,62
https://network.co,7.1,6.4,8.4,8.2,6.1,7.6,12,5,23
https://earthcity382.com,3.2,5.1,4.4,4.7,5.6,3.4,19,5,52
https://opsgroup383.biz,2.8,2.7,3.7,2.0,3.3,3.1,28,4,68
https://devlife384.co,4.9,4.4,6.1,3.3,5.3,3.8,11,3,48
https://projectdev.com,6.6,8.3,6.7,7.5,6.9,5.7,16,4,25
https://artsciencecare386.org,3.1,3.8,2.5,3.0,2.1,2.9,24,8,46
https://globalmediafuture387.edu,5.8,4.4,3.5,4.9,3.8,3.9,20,5,62
https://soft.info,7.4,6.7,6.4,7.3,7.6,6.3,14,2,30
https://appstudio.co,6.7,5.6,6.2,6.2,8.4,8.4,7,3,26
https://codepublic.edu,3.9,3.9,2.1,2.4,2.3,3.5,41,16,81
https://codeops391.info,3.1,3.5,2.1,2.5,1.6,2.1,16,6,53
https://science392.edu,9.9,9.4,9.1,8.7,9.9,9.9,2,0,5
https://technetworkinnovate.net,5.5,5.7,5.4,5.4,4.8,4.7,16,6,49
https://healthstudio394.org,2.8,2.3,2.7,4.0,3.2,4.0,33,14,81
https://science.com,7.2,9.9,8.6,9.1,9.6,7.7,4,1,12
https://techstudio396.net,3.9,4.6,4.0,3.5,5.1,2.9,33,5,57
https://life.gov,8.6,8.3,9.4,7.8,8.9,8.3,3,1,10
https://care.edu,2.8,3.5,3.8,4.7,3.5,2.2,33,10,76
https://solutionsfundscience399.io,7.7,8.7,6.6,8.8,8.7,6.7,9,3,17
https://devinnovate.com,3.8,4.1,3.3,4.9,5.5,4.9,32,6,42
https://project.co,8.9,8.8,8.8,9.1,7.2,8.5,3,0,11
https://lab.gov,6.2,4.1,3.7,6.6,5.5,5.9,25,7,45
https://life403.biz,3.6,5.6,4.2,2.9,5.2,4.4,12,5,50
https://smart.io,9.9,8.5,9.9,9.8,9.9,9.9,1,0,2
https://createops.co,9.9,9.5,9.9,8.6,8.5,9.9,2,0,6
https://lifelocal.com,5.2,4.6,6.1,4.5,6.7,7.5,24,3,46
https://app407.edu,1.8,3.1,2.3,2.6,4.1,3.3,16,1,67
https://networknature.org,9.0,8.9,8.4,7.3,7.0,9.1,4,0,12
https://networkbuild.org,3.4,2.5,4.0,3.4,2.5,4.8,29,5,59
https://trustdev410.ai,6.2,6.9,6.2,6.9,5.8,6.7,8,1,24
https://softconnect.edu,9.9,9.7,9.4,9.9,9.7,9.4,1,0,2
https://studio412.ai,5.2,4.2,4.1,3.9,4.2,3.9,19,2,52
https://stateagencyglobal.ai,7.7,6.6,6.1,7.2,8.2,6.6,10,2,30
https://care414.ai,7.1,4.6,6.1,5.0,7.1,6.0,23,5,30
https://statehub415.biz,6.1,3.6,4.2,4.2,6.3,4.0,22,10,53
https://innovateglobal.org,6.9,5.4,5.8,6.7,7.1,6.9,11,4,21
https://cloudstudio.edu,4.9,3.4,3.3,3.5,5.0,4.8,23,3,54
https://agency.info,6.4,6.4,6.6,6.6,6.0,4.6,10,3,25
https://earth419.biz,8.2,8.2,9.8,9.8,7.1,7.1,3,0,15
https://innovate.edu,8.1,5.8,8.2,6.5,7.9,7.1,12,4,25
https://globalcreatebase.com,9.4,9.6,9.9,9.7,8.7,9.4,3,1,6
https://healthnature.io,8.8,7.9,7.7,7.8,7.8,8.0,6,0,20
https://public423.edu,5.0,2.9,4.5,5.8,3.5,3.8,25,6,63
https://carewebmedia.com,7.6,6.9,6.7,5.6,6.4,6.4,19,5,27
https://code.co,5.8,7.6,6.2,7.1,5.4,6.0,12,5,28
https://devmarket.info,3.3,2.4,4.3,3.6,4.6,2.4,22,4,70
https://innovatevision.io,2.9,1.6,4.1,2.6,1.9,2.9,38,16,57
https://public.info,5.5,7.4,5.6,7.5,7.7,5.7,8,3,20
https://innovateearthnext.gov,3.8,3.0,1.6,4.0,1.8,3.9,18,7,47
https://fund430.org,8.2,9.9,9.9,9.9,9.9,9.9,1,0,3
https://hub.biz,4.7,3.5,4.9,2.9,4.1,2.8,12,2,57
https://innovate.com,2.5,4.3,3.5,3.6,4.9,4.5,36,13,48
https://webfuturecity.org,8.8,8.3,9.9,8.9,9.8,9.2,1,0,9
https://connectscience434.io,4.6,3.8,3.5,3.9,4.2,5.7,23,11,36
https://foundationstateart435.edu,6.0,5.1,5.1,6.1,6.1,7.0,19,8,38
https://trusthealth.biz,6.7,4.5,6.4,6.2,5.5,4.9,21,8,29
https://labcreate.co,2.1,3.1,3.3,1.2,3.8,1.9,39,9,62
https://stateartdev.edu,8.1,5.9,8.0,6.2,8.1,6.3,10,1,27
https://sciencepublic.edu,1.8,1.0,1.4,2.2,2.2,2.6,24,11,88
https://earthapptrust.io,8.9,9.6,9.4,8.0,7.5,9.3,7,2,11
https://hubfoundationbuild.info,4.6,3.5,5.5,5.6,3.3,5.9,11,4,32
https://trustcare.gov,2.2,3.3,3.4,2.5,3.9,2.5,30,14,56
https://global.ai,3.4,3.7,4.8,3.0,4.1,3.4,29,4,69
https://basenetworkgroup.biz,7.1,8.4,9.1,9.1,8.6,6.8,6,1,15
https://visioncityfoundation.io,8.6,8.8,7.4,7.8,7.4,9.7,9,4,15
https://fundmarkethealth.org,9.9,9.5,8.9,8.3,8.3,9.3,4,1,9
https://natureapp.net,1.0,3.0,1.1,3.7,2.6,2.3,41,12,75
https://life.gov,9.9,9.9,8.5,8.1,9.6,9.9,2,0,5
https://cloudbuild.biz,7.6,5.0,5.1,5.3,6.1,5.0,24,8,42
https://fund.org,8.0,5.8,6.9,7.9,5.9,7.5,17,6,26
https://earth.co,3.5,3.1,2.4,2.7,3.2,3.5,36,7,54
https://buildfoundation.gov,7.5,8.5,7.3,7.9,8.3,6.6,7,1,27
https://group.gov,3.2,4.6,4.8,3.5,2.8,5.1,22,6,39
https://localcodehealth.gov,3.2,4.3,3.2,5.9,4.5,5.6,31,7,54
https://foundationlocal455.io,5.3,7.2,6.4,6.5,4.9,4.9,8,2,27
https://foundation456.biz,7.6,4.8,6.1,4.9,5.6,7.6,14,4,25
https://health.co,6.3,4.8,4.8,5.0,6.5,6.2,25,9,38
https://foundationlab458.ai,3.3,2.8,1.9,2.0,3.1,2.7,39,15,56
https://basecaresoft.co,9.9,9.9,9.9,9.9,8.4,9.1,1,0,5
https://trustcodedigital.info,5.1,4.7,5.5,3.9,3.0,4.3,25,5,50
https://designagency.gov,3.8,5.6,4.2,5.7,4.5,4.4,15,3,55
https://datastudioart462.gov,4.9,4.4,5.0,3.3,2.5,2.2,33,15,49
https://nexthubconnect.edu,3.4,5.3,5.7,4.5,4.7,3.9,26,8,33
https://studiocloud.edu,6.8,5.1,6.8,7.0,7.4,5.4,21,5,34
https://systemcare.net,4.6,6.6,5.3,6.4,5.9,4.3,15,2,35
https://carelab.gov,9.9,9.9,8.8,9.0,9.9,9.9,1,0,4
https://opsstate.io,5.7,4.7,5.1,6.5,3.9,4.0,18,3,37
https://project468.co,2.2,2.4,3.3,3.3,2.6,4.7,14,4,57
https://naturebaseearth469.info,3.4,2.3,4.5,4.4,3.5,2.6,19,5,41
https://groupfuturenetwork.gov,9.7,8.7,9.8,6.9,8.8,9.7,4,1,8
https://studiofuture.com,8.9,9.7,8.5,8.2,9.3,8.9,2,0,6
https://webcity.com,3.9,3.1,5.5,4.9,5.0,3.3,15,6,40
https://group.ai,9.9,9.9,9.9,9.0,8.4,9.9,2,0,3
https://lab474.io,4.8,5.8,4.4,3.4,3.7,4.3,19,2,50
https://future.gov,4.3,3.9,2.7,4.7,2.2,3.3,35,14,77
https://techbasecode.biz,7.3,8.2,6.6,7.8,7.2,7.4,6,2,21
https://future.ai,6.1,5.0,7.3,4.6,4.6,6.5,17,2,43
https://markettrust.edu,6.1,5.6,5.5,4.7,5.9,4.1,12,1,31
https://web.io,9.2,9.9,9.3,9.9,8.2,9.9,2,0,6
https://digitalsoft.io,5.3,8.1,6.1,8.1,7.7,6.3,13,2,22
https://solutions.io,5.8,7.6,7.0,6.2,7.2,4.9,19,8,33
https://visiontech.org,3.7,4.8,5.0,4.0,4.2,4.8,26,7,36
https://nextagencycare.co,6.0,6.8,5.9,7.7,8.4,7.3,17,5,24
https://globalbase.co,9.5,7.1,9.4,9.7,8.9,8.5,3,0,12
https://science.io,4.2,3.2,4.7,4.8,5.4,5.0,26,4,56
https://network.ai,4.4,5.9,4.5,4.0,3.6,4.7,29,5,38
https://base.org,4.3,2.0,4.4,3.8,4.4,2.2,27,4,73
https://carelab.gov,8.5,9.9,9.9,9.5,8.0,8.2,3,0,8
https://future.io,2.9,3.6,2.0,2.4,3.9,1.9,17,6,74
https://design490.info,4.9,7.1,6.5,4.9,4.7,4.8,20,4,41
https://ops491.com,5.1,4.2,4.3,5.1,4.3,2.9,17,6,63
https://system.biz,1.6,3.6,3.2,3.0,1.5,1.6,19,3,58
https://hubconnect493.co,6.3,6.4,7.7,5.6,5.2,7.7,20,5,31
https://createconnectweb.ai,6.5,6.4,6.2,7.4,6.7,8.7,13,1,21
https://data.info,8.3,8.4,7.8,8.1,7.5,7.5,4,1,16
https://groupcodecare.ai,2.3,2.3,3.6,1.0,2.2,1.0,39,14,75
https://devtrustproject.com,1.2,3.6,2.2,3.8,2.6,3.8,38,13,65
https://statelocal.biz,6.3,8.1,6.5,8.1,9.1,8.3,12,5,17
https://datapublicglobal.edu,1.9,2.5,2.6,3.5,4.2,3.6,28,9,73
https://trust.biz,5.2,4.1,4.8,6.0,4.8,4.2,28,13,47
https://science.io,2.5,1.9,4.0,2.0,3.6,2.3,18,4,48
https://base.co,9.2,9.6,8.6,8.7,9.9,9.9,2,0,6
https://lab.gov,9.9,8.6,9.2,9.1,9.2,8.4,4,1,7
https://systemlocalweb.io,4.6,4.9,4.0,5.4,3.3,5.0,20,5,58
https://future.gov,3.8,2.9,4.8,2.8,3.3,5.3,26,8,69
https://marketnetworkdesign.ai,9.9,9.9,9.9,9.2,9.9,9.6,0,0,3
https://foundationbuild.biz,4.5,4.7,3.8,4.3,5.1,5.5,22,7,38
https://agency.org,3.6,3.3,4.3,4.6,3.3,5.6,19,5,68
https://lifeapp509.io,7.2,7.8,9.9,8.5,7.9,9.3,3,1,9
https://app.com,6.2,5.0,3.4,4.0,4.4,4.2,12,3,42
https://arthealth.edu,1.0,1.2,2.2,2.1,2.6,1.4,46,12,81
https://app.edu,5.9,5.6,7.6,8.0,7.8,6.0,7,1,26
https://techstate.net,3.7,4.0,2.4,3.2,4.2,2.6,13,4,57
https://createappstate514.org,2.7,5.0,5.2,4.8,2.7,3.4,30,9,68
https://vision.biz,4.9,7.2,5.5,4.4,5.6,4.5,27,7,47
https://trustpubliccare.com,1.9,3.6,3.5,2.5,3.0,1.2,35,8,80
https://hub.net,3.4,4.2,2.7,4.0,2.7,3.4,15,4,66
https://futurebuild.org,7.1,8.1,8.3,8.3,8.1,8.3,4,1,17
https://cloud519.com,5.0,5.1,6.4,7.3,6.0,4.7,11,2,47
https://devlocal520.co,7.2,7.5,8.0,8.3,7.4,8.8,11,2,23
https://careweb.info,8.5,8.4,6.2,7.5,8.0,6.7,10,2,22
https://connectlab.biz,2.5,3.9,3.5,2.5,4.0,3.8,20,4,66
https://health.org,5.3,7.0,7.0,4.3,6.6,6.3,12,2,28
https://smart524.net,4.6,4.9,5.2,6.3,6.0,5.4,15,5,53
https://trusthubdev525.ai,6.8,5.7,7.4,7.8,6.9,5.0,12,5,26
https://data.biz,6.0,5.9,3.9,6.1,4.9,5.3,12,5,39
https://media.net,5.3,4.3,5.2,3.7,4.4,5.1,11,2,56
https://art.info,4.2,3.6,4.6,4.4,2.9,3.2,32,8,71
https://digitalcodesolutions.edu,9.9,9.9,9.3,9.4,9.9,9.9,1,0,2
https://life.net,7.1,5.3,6.0,5.3,4.8,6.6,12,3,34
https://publicvision531.io,5.9,6.7,5.3,5.1,6.6,5.4,22,4,40
https://futurecreate.net,5.4,3.2,4.5,3.5,2.8,5.8,29,13,58
https://smart.biz,2.9,5.2,2.9,3.1,4.9,5.3,20,5,68
https://lifedesignart.org,2.8,1.7,2.2,1.4,3.2,1.9,38,7,58
https://agency.info,3.4,3.5,3.4,3.4,2.2,2.0,28,11,53
https://connect536.co,1.4,1.2,3.3,1.7,1.6,1.5,23,3,64
https://earth.org,2.0,4.3,1.9,4.4,2.9,3.9,18,6,48
https://create.biz,5.0,5.0,4.4,6.2,4.3,4.5,24,7,47
https://projectart.co,1.7,2.9,2.2,1.6,1.8,1.3,37,10,56
https://scienceglobal.edu,4.3,4.1,2.6,2.5,4.2,4.0,24,7,66
https://naturedigital.co,5.3,5.1,4.1,3.6,5.3,5.0,18,3,40
https://markethealth.co,6.6,7.7,6.7,7.8,9.5,9.5,11,4,20
https://city.gov,7.2,8.0,7.0,8.1,7.1,7.5,14,2,27
https://market.biz,3.4,5.4,5.4,5.5,6.0,3.5,29,9,53
https://smart.ai,3.0,2.5,3.7,2.9,4.0,1.8,14,6,60
https://innovate.edu,5.4,4.5,5.7,6.6,6.3,6.2,24,10,44
https://citydesignops.com,4.8,4.7,4.7,5.0,4.4,7.2,26,10,39
https://futurefoundation.io,2.3,3.8,3.5,2.7,3.8,2.7,39,14,70
https://foundationglobalsoft549.co,1.7,3.5,3.0,3.8,2.8,3.9,32,10,53
https://healthglobal.gov,9.2,7.0,8.2,7.6,7.1,9.3,4,0,15
https://group.co,6.9,7.7,8.0,7.3,8.1,7.8,9,3,15
https://globalprojectearth.ai,4.1,2.2,3.5,4.2,3.8,4.0,17,5,43
https://smartagencyfuture.com,9.4,7.9,9.1,8.8,7.9,9.9,6,1,9
https://createsystemapp.ai,5.7,4.4,5.3,2.8,3.6,5.5,18,5,44
https://digital555.info,5.0,2.8,3.3,4.0,4.8,4.0,15,5,68
https://systemart556.gov,7.4,6.0,6.5,5.0,5.5,4.9,22,6,38
https://fundinnovate557.co,4.1,1.5,2.1,3.5,1.8,3.8,16,6,54
https://foundation.io,7.6,7.3,8.3,7.9,9.3,7.4,6,2,23
https://appagencybuild.org,7.5,5.9,6.4,7.5,7.4,6.9,12,1,22
https://naturefuturetrust.org,3.7,2.7,3.4,3.9,4.0,3.4,38,18,47
https://publictrust561.edu,3.3,4.5,5.6,5.6,3.3,5.4,11,2,35
https://webgloballocal.ai,6.7,8.0,6.3,8.5,7.2,8.3,12,4,19
https://state.io,8.8,7.8,8.9,8.2,7.9,9.5,7,1,13
https://softinnovate564.co,3.4,2.3,3.1,3.0,1.6,2.5,18,7,48
https://techagencytrust.com,7.2,6.6,5.0,4.8,4.9,7.2,8,3,32
https://appglobal.gov,3.6,2.4,2.2,2.2,2.2,4.4,26,9,81
https://system.co,4.8,7.0,5.8,5.2,4.4,5.4,24,7,33
https://codefundtrust.co,8.0,8.0,8.5,9.9,8.9,8.4,4,1,11
https://mediastudio.ai,8.6,5.9,6.8,6.0,7.1,8.5,8,1,33
https://healthearth.gov,2.9,4.1,3.4,4.7,2.8,2.5,26,5,48
https://smart.com,9.9,8.0,8.4,8.2,9.9,8.2,7,2,13
https://cityglobal.com,9.2,8.4,9.6,9.7,9.7,9.7,2,0,7
https://code.info,7.5,9.7,8.5,8.9,7.6,9.7,7,2,8
https://design.io,6.2,4.6,6.3,3.8,5.0,6.0,27,9,29
https://tech.org,5.4,5.1,5.1,7.5,6.1,6.7,18,4,44
https://care576.ai,4.0,5.3,4.1,4.1,4.4,5.4,32,5,53
https://nextlifesoft.org,5.4,4.9,5.8,5.4,6.0,6.4,8,3,41
https://lab.org,8.1,9.9,9.9,8.3,9.9,9.2,3,0,5
https://smartvision.ai,9.0,9.9,9.9,8.8,9.9,9.9,1,0,5
https://local.com,8.2,7.6,7.6,8.2,9.3,8.3,6,2,12
https://artstateglobal.gov,9.0,8.3,8.1,8.2,8.2,9.9,5,0,15
https://buildpublic.biz,7.9,6.1,5.5,6.6,5.6,5.5,20,5,25
https://carevisionsoft.edu,6.5,5.6,4.7,4.6,4.7,4.7,20,8,41
https://marketscience584.biz,9.1,9.5,9.7,9.9,9.8,9.9,1,0,2
https://naturedigitalweb.io,8.7,9.1,9.9,9.9,9.2,8.7,2,0,6
https://globalvision.edu,2.7,4.4,3.7,2.2,3.2,2.4,26,8,72
https://earthnature587.info,5.9,4.3,6.1,4.1,4.4,5.7,28,5,48
https://digital.ai,9.9,9.9,9.0,9.9,9.7,9.2,2,0,2
https://solutions.co,4.4,4.8,4.6,5.3,2.7,2.7,28,7,55
https://cityconnect.io,6.4,5.5,7.5,6.8,6.7,6.2,19,4,35
https://groupnext.ai,5.4,6.3,7.7,7.2,7.3,6.8,9,3,28
https://lifesolutionsapp.info,7.1,6.4,8.4,7.3,5.6,6.5,7,2,36
https://health.ai,4.3,4.5,5.2,4.2,3.8,3.5,31,4,44
https://naturestate594.net,9.3,8.6,9.5,7.9,9.9,8.9,2,0,11
https://digitalgloballocal.info,8.2,9.9,8.5,9.9,9.4,9.1,3,0,5
https://studiodata.biz,5.8,4.7,5.3,3.0,4.3,3.1,24,5,48
https://foundationfund.co,5.6,4.2,4.8,6.4,4.9,6.4,9,1,37
https://web.edu,3.2,4.6,4.2,5.6,4.9,3.4,12,3,51
https://cloudstate.edu,6.8,7.7,7.4,6.8,7.0,5.8,10,1,24
https://citynaturenetwork.ai,5.4,7.6,6.4,7.8,5.7,5.3,19,9,24
https://nextfund.net,4.8,5.2,4.8,4.2,4.8,3.2,23,8,64
https://naturecare.com,9.9,9.9,9.3,9.9,9.9,9.5,1,0,2
https://smartsciencetech.edu,4.4,6.4,6.7,5.9,4.3,4.8,15,4,43
https://studiosmart604.net,2.6,1.7,2.4,4.0,3.5,2.9,41,7,84
https://digitalconnect605.gov,8.7,8.7,7.3,7.6,8.0,7.4,6,1,20
https://statebasesmart.ai,9.9,9.9,9.9,9.5,9.5,9.9,1,0,2
https://market.biz,3.7,4.4,5.8,5.7,4.4,4.5,30,3,54
https://app.info,9.6,9.1,9.7,9.3,9.6,6.9,4,1,9
https://earth.io,7.7,7.2,7.4,7.7,6.8,6.8,13,2,30
https://agencyglobal.info,2.8,3.5,2.7,3.6,3.2,1.2,37,16,62
https://carestate.com,3.4,1.9,2.1,4.3,3.9,4.1,13,6,65
https://ops612.io,5.8,4.0,6.8,6.1,6.0,6.9,22,2,32
https://healthsolutionssystem.info,9.0,9.4,9.0,8.3,9.9,8.6,4,0,7
https://createtrustsoft.io,6.7,6.1,4.1,5.7,5.2,6.0,25,3,31
https://cityweb.info,9.6,9.3,9.1,8.7,9.9,9.9,2,0,4
https://projecttrustfuture.com,7.0,4.5,5.1,6.9,4.3,4.6,21,9,28
https://opscaremarket617.net,7.9,9.3,8.4,8.3,9.9,7.3,8,3,13
https://foundation.com,7.6,8.5,8.0,7.1,7.2,8.4,11,2,16
https://web.io,3.7,2.2,1.5,3.3,2.8,1.8,29,3,59
https://globallab.com,4.4,2.0,3.5,2.2,2.8,2.1,37,8,59
https://caresciencesmart.biz,5.4,5.1,4.8,6.8,6.0,4.7,24,10,31
https://fundlifeops622.ai,7.5,6.2,8.0,5.7,5.8,7.8,12,1,25
https://webagency.edu,8.6,8.0,7.5,9.3,9.0,8.4,6,1,17
https://fundopstech.net,8.3,7.8,7.4,7.8,7.4,6.7,9,1,19
https://carecreate.co,2.2,4.0,4.7,4.0,2.6,2.1,23,9,71
https://dataglobalfoundation.co,7.8,8.5,7.9,6.4,6.3,7.4,9,4,27
https://visiondigitalglobal.edu,2.0,2.8,4.5,1.8,4.0,4.6,31,14,56
https://systemdata628.info,6.7,4.1,4.8,5.1,4.1,4.5,26,5,35
https://projectnature.gov,9.9,9.9,9.9,8.2,9.3,8.5,3,1,6
https://fundgroup.biz,5.7,3.1,4.7,5.6,3.6,5.6,21,2,32
https://healthagency.io,4.7,4.1,6.8,4.1,5.9,4.5,23,4,45
https://baseinnovate.com,4.2,6.8,7.0,4.8,6.3,6.9,8,3,40
https://build.co,1.9,1.6,3.6,2.6,1.9,3.9,43,14,86
https://solutionsnext634.ai,6.9,7.2,6.4,4.7,5.6,6.2,16,1,25
https://nature.com,3.0,3.2,2.6,3.5,3.3,2.1,27,12,66
https://foundationglobal.biz,6.2,8.2,5.9,6.2,7.9,7.8,10,2,35
https://createsmartinnovate.org,6.7,7.0,9.4,7.5,6.9,8.2,10,1,14
https://innovatefundlab.ai,7.5,9.2,8.5,7.6,8.9,8.1,9,3,13
https://lifebasehealth639.ai,7.3,6.8,6.3,6.7,7.9,5.8,16,4,29
https://devmarketstudio.biz,5.6,6.1,6.0,5.1,6.2,6.9,21,6,31
https://buildcode.io,4.1,3.7,3.2,5.2,3.4,4.4,23,6,70
https://projectappsolutions.com,8.4,9.1,6.3,8.4,7.0,8.7,4,1,12
https://codestudioops.biz,5.9,4.3,5.6,4.5,3.6,5.3,26,4,40
https://trustsystemconnect.io,6.8,7.1,6.2,6.9,5.3,7.4,19,3,21
https://visioninnovateearth.edu,6.7,4.7,7.5,6.6,5.0,7.1,12,3,34
https://networkcreate.biz,2.1,2.3,1.5,3.6,3.6,1.7,30,14,89
https://project.edu,7.5,8.6,7.9,9.9,8.8,7.4,7,1,10
https://build648.info,2.9,4.2,2.9,5.0,3.7,2.3,16,6,46
https://local.info,3.1,1.5,1.0,2.5,1.0,1.0,21,7,72
https://public.io,8.3,8.1,9.6,9.0,9.9,9.8,4,1,5
https://market.co,6.3,8.0,7.1,7.5,8.5,8.1,6,2,27
https://artsmart.io,3.4,2.2,4.4,2.2,1.8,4.3,30,7,45
https://networkwebsoft.edu,5.2,4.5,3.9,3.7,5.4,4.2,32,9,52
https://local.edu,7.7,9.9,9.9,9.8,7.6,9.0,5,1,9
https://groupfoundation.info,8.8,9.2,8.2,8.0,8.7,8.7,3,0,9
https://statepublic.edu,9.7,9.7,6.9,6.8,8.4,9.5,4,1,13
https://solutionssystemdev.biz,1.5,1.2,3.3,2.5,1.1,1.0,17,5,78
https://smart.com,7.2,4.7,5.0,6.5,5.2,5.7,13,5,35
https://studioconnect.info,9.0,6.6,7.9,7.9,6.4,7.8,6,2,23
https://foundation.info,9.9,9.9,9.9,9.9,9.9,9.0,0,0,2
https://create.ai,3.9,6.0,6.3,4.8,5.3,4.8,13,1,43
https://sciencedigitaltrust.gov,6.7,5.7,5.7,5.3,4.0,5.1,19,3,30
https://design.biz,2.2,4.0,3.3,1.2,3.5,1.3,25,8,88
https://health664.edu,8.1,7.0,9.0,6.7,7.0,8.4,7,2,23
https://globalmedia.ai,8.2,8.3,8.1,8.4,7.8,8.9,3,1,14
https://agencyconnect.net,1.9,2.6,3.6,4.0,2.1,1.4,24,5,80
https://health667.biz,2.4,1.6,2.6,3.6,4.1,2.4,23,10,75
https://digitaltrustnature668.io,2.4,4.4,4.1,2.7,4.3,2.2,33,5,68
https://build.io,9.1,7.6,8.6,9.2,8.9,9.1,3,1,7
https://apphealth.ai,7.8,7.2,9.1,9.0,6.6,7.3,5,1,22
https://state671.co,7.5,7.5,7.5,9.7,9.9,7.5,10,3,11
https://code.net,6.7,6.5,7.4,5.3,7.3,6.4,10,4,36
https://foundationhealth.net,5.5,5.3,5.1,4.9,5.4,6.3,20,8,42
https://digitalfuture.biz,9.9,9.8,8.2,9.0,9.9,9.9,2,0,3
https://lab.info,5.5,5.1,6.5,6.8,4.6,6.3,24,10,45
https://build.info,5.0,3.9,6.7,6.7,5.9,4.9,17,6,46
https://innovatedesign.edu,8.8,9.9,7.7,9.6,9.9,9.0,4,0,6
https://cityprojectsmart.ai,9.2,7.9,8.1,9.9,7.9,9.9,4,1,7
https://citystate.info,4.4,7.0,4.4,7.2,5.9,6.3,21,9,49
https://local680.org,6.5,4.0,5.2,5.9,5.1,4.3,19,7,45
https://trusthealthbase.gov,2.3,1.3,2.6,3.5,3.7,3.7,33,13,71
https://projectpublic682.info,4.9,4.4,2.9,4.7,3.3,3.2,14,5,37
https://care.co,9.8,8.7,9.4,8.8,9.9,9.5,2,0,6
https://marketproject.info,6.8,8.6,9.3,6.8,8.0,8.2,8,2,22
https://global.edu,1.8,2.6,2.9,2.7,2.8,3.7,25,4,79
https://visiontech.co,8.0,8.2,9.9,9.4,9.9,8.8,2,0,9
https://nextfuturedigital.net,7.9,9.0,9.9,9.9,9.6,9.9,3,0,5
https://datalab688.biz,4.3,2.9,2.4,3.8,3.9,2.5,34,9,65
https://carehealthglobal689.io,9.9,9.9,9.6,8.4,9.9,9.9,1,0,2
https://createbase.gov,2.9,4.5,4.1,4.3,5.0,2.9,20,3,38
https://careart.com,8.1,8.5,8.6,6.3,8.7,6.2,6,2,15
https://digitalpublicscience.org,6.2,5.9,6.0,4.5,5.6,3.7,15,5,55
https://hubnature.gov,4.2,3.0,3.2,3.3,2.4,2.5,40,17,44
https://devvision.edu,7.4,6.9,8.6,7.1,9.0,6.9,9,2,14
https://health.net,7.4,7.0,8.3,6.9,8.1,6.8,9,2,20
